foot_length,foot_width,arch_height,instep_height,asymmetry,pressure_points,design_type,fit_success
23.698012845155393,10.0380034781682,8.700766772266281,7.190423889925058,0.8434252350518328,0,1,1
26.751396036691343,10.12003132671826,7.858419529409156,7.4492187212850345,0.07984506512750245,4,2,1
24.79872262016239,10.613517972730417,6.314489122911938,6.490193306809117,0.8981570282697517,4,1,0
25.416612500413446,8.977207434801594,5.262545721551929,7.034441011705841,1.1552261612742674,1,1,1
24.796586775541208,9.742623462576654,7.210683894955966,4.5116726465870105,1.1418141075042896,4,0,0
29.704556369017876,8.33141592612241,4.539680700443297,6.341751587666152,0.6648533843487303,1,1,0
25.97300555052413,10.39922312260528,6.714536654034329,7.453508712554467,0.631066361326271,0,2,1
23.8845781420882,10.64719593970274,6.75820523874994,6.0177059657453205,0.21324723787319577,1,1,1
27.645089824206377,9.516813537700626,7.59031486124832,7.058984221589597,0.7335966412925368,1,1,1
23.558312700057954,11.573986763290034,10.139490058366617,7.446872500802698,0.1989893377459293,2,1,0
26.41772719000951,8.774234336997658,6.5886239507681506,6.657450799142235,1.5331918894241032,4,1,0
22.08065975224045,8.53562511979018,5.236554561438751,7.170463770996571,1.9325485954963717,1,1,0
23.34362790220314,10.224451818559972,5.961638531712008,6.037267434715388,1.9401489133334138,0,0,0
26.393722471738247,11.047098302612154,3.3463861426663226,6.793388720303954,1.7301421987507877,3,2,0
27.47693315999082,11.68392769145787,4.957930303366412,7.610216169589222,1.2015842986792382,1,0,0
26.34273656237994,9.54111573713106,5.386076342830344,7.156972960968434,1.4017313944877599,4,2,0
25.768703435223518,11.078680833431296,5.213867403098111,6.4134687304360645,0.5704116053608281,2,2,1
25.397792608821423,9.961491530499293,6.228532308050583,7.224216404290793,1.2615408403452413,0,2,1
23.042956019265144,9.82737270005918,4.766370101426699,7.714609790636618,0.9112990988797549,2,2,0
24.560311583210584,10.883659937486673,7.681546000986707,4.950058721422522,0.964034679553865,3,2,0
25.078722458080424,10.65232287841342,6.000310597377296,8.159074064955897,1.515553120750316,1,1,1
28.11424445243783,8.42360784301575,5.986049518292078,6.663745261318928,0.5638367111945033,1,0,1
26.687236579136922,11.476540349725896,5.508157925230623,7.425489933240231,0.6360792233890398,4,0,1
22.47391968927453,11.380091354147451,6.232786025788469,8.197246923645228,1.8492835822572733,1,1,0
26.64816793878959,9.37443729849047,7.237647397001452,5.628326302769534,0.11244858970194449,0,2,1
25.229835439167367,10.395803533437409,4.699304676433649,6.290558997572454,0.9712685968266808,3,0,0
24.646155999388082,10.494030186282739,5.012825266387115,6.711451304124295,1.8256016008157234,2,1,0
27.223352577681737,10.260673765823906,5.544410956835003,6.216246478875572,1.220726015636314,3,1,0
28.0619990449919,9.44969484615458,3.9811936147901776,8.734936575836809,1.0928141484242642,1,0,0
27.862560238232398,9.328376632061948,4.771113210417753,6.143227906173207,0.4994883584587104,2,0,0
24.321564953554724,9.974445929008555,5.285668689683011,6.444453220513133,0.6865509781288965,4,2,0
25.381575248297573,11.172729019259364,7.311583771069092,7.204389031602977,1.7040968316093859,3,2,0
26.662526862807127,10.543600154594433,6.393841993502887,5.797850473923911,1.1184362635369163,2,0,0
27.95109025424472,9.629385667913894,6.2903848670513165,6.604319288243736,1.0294843875135598,2,2,0
25.04165152430942,10.771698710648344,7.2763469432519585,7.317453261250175,0.19915942708005785,2,1,1
25.628682046672367,7.1514573793699245,5.793942317400905,6.667139595617488,0.03205631291024624,0,2,1
23.787330051987944,11.148765700372103,6.5856972748933345,6.906613141100052,1.9273703773740982,3,2,0
23.60758675183866,8.2602862212219,5.8451673706012555,6.470667887551629,0.7539723345736833,2,1,0
27.625051644788396,9.637559058596867,6.398043524099442,5.485529690819233,1.2064261241990086,3,2,0
28.712480057141647,8.880330105373856,5.125862013582627,7.321593211339239,0.15943014637456998,2,1,0
25.855979756839332,8.705318524279095,2.341774262585356,8.754933071647242,1.366228571446093,4,2,0
28.007065795784047,11.16082678737852,5.798581256720544,7.018401630783438,1.8651334174119218,4,0,0
26.723272050095268,9.532298798688108,8.13412220414991,7.22526411724755,1.1513305059948393,4,2,0
24.70976049078975,10.346503881730715,7.389323103362388,7.6927227551168595,0.25223064475082113,1,0,1
26.722791211016826,9.953079421120815,7.448096226886756,5.730669503453301,1.1634430549469534,2,0,0
29.07607313293194,10.47704082722312,7.854196082709327,8.702514658129605,1.5326944262093047,1,0,0
25.928347921780098,10.076821891060256,6.132986386442156,7.202328796422802,0.8128330731480373,3,0,1
29.129287311628012,8.71700777581143,6.295973561108394,8.631856899089108,1.7596754958829357,1,0,0
20.76050979182051,10.99626681944714,5.073522156848474,6.266967004476011,1.297365906714729,3,1,0
27.643805008750448,9.506243416838688,5.5258907159594255,8.818061922557824,1.798497836578405,3,1,0
26.17409413647634,8.44341810134025,6.923656724656713,7.775155494034783,1.2470106224946744,3,1,0
25.401985299068265,9.571884839034087,7.805826655753224,7.553040085852358,0.26257594400964845,1,0,1
26.183521553071003,11.50075979063431,5.790830586478501,7.234024454353148,0.6193834222103782,2,2,1
22.024862170798215,10.850221742113494,5.324716102722883,6.75147138192555,0.40358989650491384,1,1,1
25.560656224324976,9.651347865592141,6.0007919382848955,8.200531658473873,1.8176529954337246,2,2,0
26.714225143023494,9.650742295681571,6.901810123393672,7.140359869848047,1.5208001345749653,2,2,0
28.955788089483033,9.678364948782617,3.8342177757996874,5.0329302964128475,1.352796737820012,3,0,0
24.963459563452705,12.076747983560841,2.555728570294143,5.882813538292997,0.6019326392632434,1,0,0
24.383012794213624,10.381935452231554,5.174194725762625,6.814154247807252,0.36808954410042705,2,0,0
24.996485912830927,10.43004164719107,4.168931361128762,7.309998983165555,1.5129021759778236,4,1,0
27.83080423540415,11.030283454031842,5.2377897035290335,6.943411511100104,0.9483158917581593,2,0,1
26.65750221931937,10.238789159026513,5.778329521773792,8.218970789793664,0.45157910430125825,4,1,1
24.940479592465923,9.740957854179296,5.3201273864654794,5.048898135961375,1.2332439563305502,1,1,0
27.02653486622671,9.803650150915022,8.178701301706118,7.14358793650516,0.08066770427690395,1,1,1
26.19415509869608,9.928398740585935,6.49011714690348,5.1820207746128455,0.652340508256507,1,1,1
27.937289981065778,9.962777763490159,6.450711539416242,7.759712295484168,0.9371139891822693,2,0,1
24.595893812245293,10.72762954363698,6.933310716065103,6.905541285557997,0.2959166682188117,0,1,1
25.344675706804463,10.0519458858073,4.291750323328847,7.419609972024118,1.9693089551816791,2,0,0
25.215783693735684,10.73264007721558,7.558667681130403,6.136117039410234,0.4181947291792285,2,0,1
23.072970103735763,9.919283419891418,5.88635357019681,8.27946493165775,0.2607062600865311,3,1,0
26.59224055412915,10.07863519031609,7.005720925861819,8.041724664058851,0.4070697477737928,3,0,1
26.52211054435978,8.001799315467892,4.3922141504397665,7.583544303011887,1.5381222663194485,2,2,0
26.01022691328492,10.916327674702481,3.6693618509759034,6.870482753136559,0.8510113185436856,4,0,0
25.530825733249706,10.346488475897992,7.226834487037543,7.579857285295132,1.130831879505076,3,0,0
23.169258515899173,10.998010109859653,6.564614289146275,6.293107432012651,0.04201831397272149,2,1,0
25.15870935446928,7.10374462180631,4.646922668463734,7.8555556590207125,0.06886261714662911,0,1,1
25.314570966946462,12.088374704780728,4.695505378087958,8.64948089432392,0.8916510996540323,4,0,0
24.39544546155676,9.860410371844827,7.688152176622154,8.070610559979187,1.633310486403247,1,1,0
25.67742857666798,11.108182816737516,4.2158821606990085,6.27039753019259,1.7704777574151305,2,2,0
26.80810171362908,8.960094072874469,8.464009429883944,7.361417317273103,0.17341313519128043,2,2,1
29.77237180242106,10.61277390506257,4.649068898028197,5.706858456241353,1.0767262042020456,4,1,0
26.349155625663677,8.946584436826344,6.957587888412575,7.572390311175676,1.826459372558541,3,0,0
26.51510078144553,9.376231039304194,5.507072286376523,7.450603412862539,0.7759455087957727,3,2,1
25.851108168467665,11.914031353866786,6.904781146623515,5.130183660467836,1.6591316628567372,3,2,0
22.162457569401916,9.809317599236653,5.183828996828711,5.838216156087636,0.2673913087988724,1,0,1
25.946972249101567,10.217432873179723,5.755810640891559,6.716861103256233,1.8707889793355974,4,1,0
26.120460419882054,10.870067730688755,6.061378763093582,6.6991402528591735,1.5028466350626053,4,2,0
30.926484224970572,10.495681887972605,4.496718816327791,5.790523064581195,1.8826687855738033,3,0,0
25.615278070437753,10.150418905143576,7.111236518130189,7.388978729352184,1.353234467105013,3,0,0
26.603094684667226,10.364961002466226,5.230179650292622,7.251473608940512,0.726807863998854,0,2,1
25.930576460589513,12.403415585238275,5.657100126989972,6.805730868021481,1.8763623450494449,0,1,1
23.662643924760935,9.942381202966414,4.508475938087232,6.244208499841637,0.551133552618357,2,2,0
28.285645629030043,10.201099046714967,2.1564995118070343,8.048707126416563,0.6643450441234651,2,0,0
27.503866065373547,11.050654396007612,5.713458356099746,8.655407113088295,1.4016168360034806,4,2,0
27.582063894086094,11.105525932957985,9.618923132419374,6.516438516153463,1.5306325990507725,4,1,0
24.18122509041052,11.18703030556038,7.176906431847035,6.387833082845179,1.8588069676983077,1,0,0
28.805588621872197,10.638730222029185,5.971109430398408,7.491207665411996,0.409604818112419,1,1,1
23.19629787441544,8.856995087269517,5.605663756187599,6.641970620253014,1.595996070438448,0,2,0
27.17371418760054,11.633431532301096,6.0336988392180695,6.860602799336766,1.4770921067939269,2,2,0
30.380911251619956,8.853654606981312,6.820678672762815,7.739653151724672,0.12758911250719573,0,1,1
24.01892734973862,10.302635465239034,4.228780777036732,5.090643912492707,0.7744462824204139,0,2,0
24.867404540794457,9.245724149980642,7.671482542003308,8.31830232485267,0.5655309141201972,2,1,0
26.199302730175283,9.935861653407008,7.073071973161866,7.072680524329341,0.6089808487080608,1,2,1
24.9930486917676,10.328762410303481,7.077278588561901,6.58850685543782,1.9658937591094017,2,1,0
22.898673137867736,10.321357215450274,6.657713608214591,6.910765845778551,1.2855548269598558,3,1,0
26.137125949612056,10.421920754235284,6.029424986540985,6.962429355020519,1.4353523155869992,3,0,0
23.87539257254779,11.613711269058648,7.00929185395023,5.268798696555074,1.9532352746300183,3,0,0
26.94718486127036,10.45353430151398,6.887721200612067,8.494938227453236,0.7544035649152774,4,1,1
24.161151531532393,9.755843364709351,5.468938933588464,7.041325632270619,1.6036803369056118,1,2,0
29.09986881003508,10.964087168288357,5.139597340654649,7.4430021304473755,0.8690619266089907,1,2,1
24.433493415327526,11.189470488924641,6.15278444289298,7.951549770574043,1.7390673436299595,4,2,0
25.35587696758865,8.772392184863008,8.323530227242781,5.9788375424397,0.36131508262260636,0,1,1
27.62703443473934,10.597400069849858,4.141339386519149,7.4734718990352285,1.8953723541285592,3,1,0
23.53827136713209,10.701172742310899,3.79871210137134,6.732358909101206,0.43754341682175935,3,1,0
26.454919869208258,9.702436496640008,6.247141261854775,7.846770775216494,0.652441013961863,0,1,1
28.614285508564855,11.37570681331162,6.076331552784027,4.872772579648505,1.512384468213561,2,0,0
22.785033530877545,9.849944412967472,6.260012496555612,6.900905699758731,0.7875102831308134,2,1,0
26.36926771706461,10.125576453471542,6.36592979686275,6.397179344216038,1.2164227535328933,1,2,1
26.519765588496846,9.82692817571613,5.665196618047792,7.432262950634155,0.889147002138857,4,0,1
27.56364574355462,10.015579047581468,8.234795157903124,7.470044187368202,1.4847398741795637,1,2,1
23.526098578243836,8.903724913104798,3.5986440322852267,6.292374105177974,0.4566625047372217,2,1,0
23.359086773831446,8.559949117405706,4.757254462829631,6.287826135823956,0.11691597447375401,0,0,0
27.043883131233795,11.594505063224972,5.845117859776429,6.88933463144267,0.5998587949461325,1,1,1
26.593969346466373,9.153038651681673,3.535216783268749,6.103357772684792,0.9486173297368605,3,0,0
26.500985700691754,9.008607650543693,5.736218393351893,7.841983695452127,0.33604010438535714,3,2,1
26.69289641899395,7.846609886396285,8.492205248592027,6.6307927995525535,0.7095945793127774,0,1,1
24.63995055684302,9.361038252310498,6.031329732443942,4.093011780678358,0.799966036587137,2,1,0
26.464507394322005,8.676910206592503,6.346051358578025,6.625177943378194,0.1147836873765471,3,0,1
26.58614494659736,11.642015160136369,4.1097528522411295,5.961456179156028,1.166614496368409,3,0,0
24.571297163947264,11.009817089342635,5.075457887940784,5.3687241845390545,1.768686855942575,4,1,0
29.731549022289514,9.311849654822277,5.437205429514094,5.762573361777427,0.30348582590610484,1,0,1
26.947665841823575,12.252435805344309,5.523427354865649,7.10940847183297,1.195616026803028,2,1,0
23.617393005594703,10.981765486991595,7.922465692505654,8.328640828248231,1.3294784098216925,1,0,0
27.31310721726766,9.675168616491378,6.836536591087687,7.31318447386498,0.8386693608385767,2,2,1
24.050636659545358,7.500594285126427,4.332813064594452,6.39349661178426,1.40219517472854,3,0,0
27.574169207484903,12.290942572590742,6.369757167648007,7.455904195170703,0.8214630869820241,4,2,1
28.317191158014808,8.610427533236404,6.747332622745178,6.540909689781008,1.0092745759548698,1,0,0
24.358635363296578,8.354601253043109,7.7102235577819,6.305399630836855,0.01470608910885396,3,0,0
27.926752258488644,11.02257043200964,8.370811029852561,5.845637331767016,1.3834402282693776,2,1,0
26.825561853872998,12.439752406339274,4.477358712258197,5.248171193248281,1.3226853578894489,1,0,0
27.64412031998898,11.384272818510517,4.783713733184493,6.610076293440555,0.07680175465268912,1,0,1
29.793585965307894,10.56390912005236,4.113633211628075,7.158053489920132,0.7365002147902662,3,2,0
25.50922376799426,10.594754341665286,5.6489702113395275,6.90337632998511,1.9580636815833348,1,0,1
24.49252767128502,10.853415558780307,6.699537561669501,6.584033072052641,0.8414731251372336,4,1,0
24.220971140748954,10.758928589786764,7.481001774883653,6.054253939303219,1.0038908102636834,4,2,0
24.368379430069123,10.281191423969375,5.886073464536216,7.608246191684969,1.8198603163194371,3,1,0
25.845796581171793,10.104201103951876,5.520228715117734,5.6828680800534155,1.4345237517315128,2,1,0
26.682303949633287,9.937406872100478,6.227636988373111,7.776027913843476,1.1641402622484471,3,1,0
26.55338159866004,9.246035411133324,4.747285647554966,5.997782981073275,1.595609362682145,4,1,0
27.654366498072047,9.719324923133225,9.13430808254216,6.247564762646965,1.7287325329119465,0,2,1
26.026003783755815,8.307043185804615,3.588508459322912,5.533214809384323,0.9137761434745337,0,0,1
28.907068154314633,9.90166037320525,6.277110868343587,6.498597853114363,0.9502167298636708,1,1,1
25.47068633352409,9.011408892849083,9.035409328844459,7.975312458477979,0.7721018713036716,1,2,1
31.440338333179238,8.896410682784229,6.010199766839997,7.515628088443957,1.9334122800369211,0,1,0
27.251334695530012,10.179894151153478,5.7149414474977585,7.978422112028035,1.3943325085807008,4,0,0
24.285684887167434,11.3920022863446,5.463831865784359,7.522142545933936,0.1664461324161446,1,2,1
23.858215003877774,10.918316606002312,5.729412477356388,5.89633017146963,1.725919246626037,3,2,0
26.96494483048637,8.429499396376823,8.059272712014796,6.669210775672442,0.9611198816725361,3,0,1
25.5530744293483,9.010371863429663,2.6822071330057398,6.219800870882537,0.13750781284497493,4,2,0
27.428000988184184,10.940771187988215,8.300150551944489,8.33057490403904,1.099434510326622,1,0,1
26.94647524914709,9.01751260646169,3.864064271324782,5.803211353573689,0.8343285579514041,3,2,0
25.854342174686256,9.775366850002975,5.600021506148378,7.893697689389111,1.7554988097252497,1,2,1
24.30641256386319,10.550052099024551,5.3561333695520075,7.892953870108769,0.40798920721877474,1,0,1
22.97030555062827,9.031655545136365,6.88282990465608,8.829620201716088,1.6529292189843658,3,0,0
25.106970095865957,10.10537550614596,3.6028134721743785,6.590313407370503,1.1153773823709054,0,2,0
27.712797588646943,8.665974505081795,6.693258999122914,7.712322159580162,0.1092206064269381,3,2,1
26.42818748826041,9.398632356048786,9.036464434930279,9.281651836538842,1.9436906026509693,4,0,0
23.508522442576023,10.319781934142537,3.9552389931107843,6.3823583230663035,1.0252304882063998,2,0,0
26.346361851702365,8.407006266468331,6.284559251415594,5.4649597524676405,0.581753708463165,3,2,1
26.770634759457675,10.440474737960399,5.007026733305087,5.119989966092236,0.9388136839785162,1,2,1
24.232285127597734,9.98036220107332,6.638830809289553,7.712712028861331,1.715715567034978,1,2,0
26.307450211891055,10.552489954417148,6.028721666123628,5.116849791941416,0.609806248770127,3,0,1
26.116417436892,10.223914134064662,5.037769636433536,6.627680947062077,0.38535279297340064,2,2,1
23.714059404338755,11.364140429973844,6.7318084273066106,7.437313187038961,0.2581424938617629,3,1,0
26.715574720696566,10.125224502647907,8.706522164680115,7.185175536829914,0.5957187967804225,2,0,1
27.12156905273647,9.570594458874748,5.713644312409052,7.425444864184172,1.560096174080087,2,2,0
28.166102486350553,10.122297503032284,7.079636913222273,7.222289855800854,0.9432527303905234,4,0,0
28.107604104069807,10.543298029036388,4.0600905631932545,8.278865813313393,0.45496320738707996,1,1,0
23.244661264085817,10.048860070325704,4.565345434772987,6.047683619261203,0.3323699992194984,1,0,0
24.124349920169756,10.040591691203883,6.7086094168205666,6.3230048615414685,0.6654589530207582,2,2,0
27.03007053441732,9.298008312193245,8.226174042803947,6.227340554729176,1.8798487457714177,1,1,1
27.027571901824416,9.337099082449052,6.53342002317849,7.83019181186261,0.6860534251800487,0,1,1
27.030095372612095,8.597394728200307,5.530412954215269,7.900398588395063,1.9762481519092707,2,2,0
33.705462981309445,11.749576743186939,5.998937108135031,7.4512253193185085,0.9704609115307123,1,2,1
27.141781021386333,8.756136764608716,4.124388399045424,8.183493666889929,0.35832783658030176,0,2,1
28.271131280361196,9.307094802204093,6.90677298953305,5.821959132623619,1.7822801835870188,4,0,0
27.908003526986406,9.281592734430802,7.3234995934851135,8.667224111551137,0.9207107462696538,1,0,1
27.302782502611596,10.894924376944441,5.3218645007503795,8.523238621712258,1.4193426870090489,0,0,1
25.369461510719308,9.705050321707972,5.294936778360748,7.7356219972457465,1.9674231664183035,3,2,0
27.517938440986534,11.247742072673734,6.398817344478073,8.78179890877106,0.100350700639948,3,2,1
24.454349570924855,9.326509375756132,5.3449203959391065,5.343376792322227,0.19338911957513427,0,0,1
25.526362786519982,10.278994162223801,5.900801078061266,6.475551863737348,1.4409134829255124,2,1,0
25.02927290434179,9.164652946740242,9.149582683749774,6.264696539318048,0.563650006590944,2,0,1
26.163748278772644,12.145149127773388,5.629461448881005,7.721479323757343,0.3686027939001981,1,1,1
30.629317133347016,8.812401580970487,5.462489771968166,5.949859260397854,0.07872375963945899,3,2,0
22.265469614816503,10.309820710227028,5.028687291547262,7.757495149337485,0.04369342397240361,2,2,0
27.372520380749027,10.633776880932098,7.116287957249905,8.370536143996713,1.5489712062395817,2,0,0
22.774568257620697,10.413799097451498,5.728163740172845,7.695202900083999,0.2688668547391,3,0,0
25.056136268421135,9.814712341122291,5.025940442517861,7.283751023661501,0.9354412319423018,4,2,1
28.177901193934733,9.870179300266575,7.9819560484095184,6.012126659099251,1.211793630358966,2,0,0
26.128560038190926,10.04381147197911,8.129404506770456,6.1531490338746355,0.8567036011376925,0,2,1
23.844510444141388,9.852997998371512,5.099364651391943,8.249618905296666,0.05421330467246621,1,2,1
24.569392581480063,10.96387911679491,3.2001900729590758,7.779349003905333,1.5670030051758177,2,1,0
27.35919549786935,12.210523001591351,7.511270534755383,6.960980480622456,0.021026449083306975,2,0,1
24.539266736565725,9.442508214992166,4.973055261359994,6.582090454234109,1.523779788754968,4,2,0
26.43291717916395,8.630197020420923,7.1859383987441525,4.974192126888623,1.7866089875762454,0,0,1
26.091143679807626,9.911717951648745,3.044844273432247,5.929147581315561,0.8656798421143446,1,1,1
24.696799304788367,12.579709337654318,7.338896007448964,8.911419087139723,1.0710849461955965,2,1,0
30.28788817865065,9.19632543203027,4.183242106078828,5.7195444289975335,0.9539667852353075,1,0,0
27.267838044636022,11.639116805444068,7.096146178599787,7.189479821221081,0.7784172372468776,3,0,1
21.949714826684787,11.677700814076442,6.021409601754651,8.007443973195198,1.7748490707407205,2,2,0
26.372908629538856,9.446411758292005,4.569090870905033,5.745077331997708,1.787867021339981,2,1,0
24.676427070463223,10.568983079185275,5.389445530609829,7.184710474781084,0.671632729283069,3,1,0
27.704866669592448,11.628396623128538,7.029477685435051,7.937915537510655,1.230139508029396,4,1,0
24.414958523134597,9.620872259012513,6.158841679672851,7.01249932190725,1.8538151242917282,2,0,0
25.7705271170662,9.796419639897639,6.876619470708726,9.868403055666768,1.924116997882703,1,2,1
27.009974557960913,9.418319086051357,8.964660876773229,5.331400741121804,1.017918080844095,0,0,1
27.731510388340244,8.985243269307134,3.653637582433423,8.05872852988388,0.9056496105686536,1,0,1
23.59940718588845,9.350722454933994,8.425818862452935,6.8271982626035355,0.5573886318570516,4,0,0
25.330997528318104,8.776059733237744,6.156533906284819,7.771920154836675,1.91774374638082,0,2,1
25.050109377678087,10.034083468259226,4.6518239275153075,7.441307151699246,0.2856286089457347,1,0,1
24.693341534852575,9.230026768941357,4.004529561391515,6.266843802890003,1.15965915209545,1,1,0
29.530908480562193,10.233785911790747,5.71631941383445,7.22899639245934,0.5651005350372778,3,1,0
26.80996342192191,8.444104353796373,7.382475167886689,5.142098548601712,0.5580165806955932,4,1,1
23.47823209132991,10.330880232214458,5.808676319433698,7.603247500571394,0.8099371747523769,3,2,0
27.835723894109552,10.833528961608925,8.266732395371022,7.298158465990525,1.997585871631309,0,0,1
30.244312394025265,8.006264357428545,3.823236464922662,7.638660168643103,0.10993261367964413,3,2,0
28.064930521102294,10.374056569847571,5.981866578230918,8.05811832508715,1.157083636407063,4,0,0
22.961260068091974,11.227668992473292,4.121409833380321,7.367619840209711,0.16514431607055435,2,1,0
25.0315318542675,8.790358981308795,6.545447823937452,7.148089419798276,0.30904165998103794,2,0,1
28.533822298373245,11.672572386837704,7.33033108514595,6.118931663338707,0.8791258835457973,0,0,1
24.58466106876244,10.419019009366044,5.36885730947842,6.287779236350949,1.0209202626928826,2,0,0
26.887638856292458,9.294988144241591,2.0936792150592987,8.186734620177331,0.517584816729048,3,2,0
27.549268106858673,9.944230922342294,6.298422220194742,8.436335405705979,0.6329142617488324,0,0,1
24.146139056843833,10.558326912521723,6.655107827600264,6.761889563687946,0.17393404051186612,4,0,0
25.8809492878764,10.076005391412412,6.606442132442546,7.046002747253274,0.606439567688501,0,0,1
19.517465319861856,10.538755992446369,7.853673287733232,6.095385625006234,1.9331168787610882,0,2,0
23.95122471733142,9.079326406920634,4.393419480526427,8.172756845267445,1.8894147633449634,1,2,0
25.49486369721368,10.169360824036078,7.020324158175674,7.665416823691778,0.66975658027397,1,2,1
23.504433636070303,8.58628550309502,7.7887612687169625,8.941217436463749,1.1417078725575232,0,0,0
29.26482260786327,9.8887739386513,3.3321186239902247,6.121676922820261,1.8191907822218887,2,1,0
23.139717244078735,9.096092358535211,6.479477738878466,6.621992100981783,0.012367645281793349,1,1,1
25.119911026606033,9.264470057410234,5.243730253488493,7.231445922525572,1.6213671406751837,4,1,0
26.261481154572184,11.236093175210437,5.877715990347531,7.6464895377257704,1.896739105577838,3,0,0
28.88254657813223,11.091310120594269,6.5215147253075045,6.784332362452368,0.18265146866711413,1,1,1
23.128275697641122,10.609138120907177,5.2691571538296715,6.127038909546299,0.32289537206584207,0,1,1
28.32632750430992,8.90768723532742,4.986437881257582,7.881407528923571,1.9214926055427108,2,1,0
26.020466122039174,9.683591550305199,6.051228626232037,7.721135362545581,1.0750802872806926,3,0,0
24.036982697904097,11.213097699979183,4.369131091705796,6.083725899436275,0.028393268943447403,1,1,0
26.924206948526543,10.141716913639904,4.371262306672222,8.355442801105497,0.5152639975270583,2,1,0
26.398119391146942,12.319329539981695,7.019059924434755,8.170198709196605,0.8998873485377192,2,0,1
24.79956624568241,10.393317839394372,4.276808947262015,7.134296497247793,1.3858178220495354,2,2,0
26.13960416998004,10.19204911649003,6.999468751363818,7.079597862376036,1.4663207562735991,0,1,1
25.22937280627648,9.690883535797498,6.693886939280927,7.554057771115907,1.9908430258509122,4,2,0
26.227034690502496,10.133540904782283,3.4112899068141047,6.138296929743742,0.575022398767518,2,1,0
27.324261349042093,9.847530163619457,4.983653021496517,7.030031479164082,1.0764402037369505,3,0,0
29.172033632290706,10.70810867668859,7.791164104571059,4.84761645539082,1.06664709571921,1,2,0
23.5243690023463,10.956702316794583,4.528251703290477,7.8764556455029355,0.811290518894475,3,2,0
30.266066749312532,9.214010539492051,5.303393606535918,5.438506777558141,0.3383237876848404,0,2,1
22.095824400954996,8.668767046442222,6.693091339877845,8.503419828429,1.954913126367685,0,2,0
25.696429809928834,8.163794626896703,7.175085763923893,6.669879906033549,1.7066343733331721,3,1,0
27.176634412969154,10.507991326912544,5.622691670933256,6.7883330180688235,0.9966660565884744,4,1,1
26.561983735470065,8.896633393826127,5.103734707962538,6.372266093915495,1.2064908453680596,0,2,1
24.75460096035881,7.847109407047517,8.133554792547761,6.711961126077924,0.4545221071193246,0,1,1
25.58375549928545,10.388578604530965,8.608349495696368,8.418531345148036,1.0875741407834938,3,2,0
25.013998130682335,12.492999517432791,7.468287076172693,4.51219134346492,1.3899402662429516,0,2,1
24.821270486111576,9.993929088460106,6.127977213847536,8.276965386088188,1.0303340567731776,4,0,0
27.69920419404205,10.838490774451643,4.78760141753861,7.338023481101708,1.9805703411698825,4,2,0
26.714030971930093,10.081829358547566,4.7543333901651526,5.792978352142784,1.2226833124954524,4,1,0
